customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
id11484,Male,0,No,Yes,31,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),63.6296789434,3754.6,No
id11485,Female,0,No,No,40,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,58.1616641956,4546.0,No
id11486,Female,0,No,No,43,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),63.3021198239,3769.7,No
id11487,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),55.0729914843,1341.5,No
id11488,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,58.8291221066,3077.0,No
id11489,Male,0,No,Yes,8,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,One year,Yes,Mailed check,55.8998555495,1639.3,No
id11490,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.1448544962,2276.1,No
id11491,Male,0,Yes,No,37,Yes,No,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),68.6369095857,600.25,No
id11492,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),85.3225780059,4445.3,No
id11493,Male,1,No,No,36,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),39.6421547334,1009.25,No
id11494,Male,0,No,No,23,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.334792924,6994.8,No
id11495,Male,0,Yes,No,61,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),93.6379701822,273.4,No
id11496,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,75.3494647538,1132.35,No
id11497,Female,0,No,No,29,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.7870512797,2745.2,No
id11498,Male,0,No,No,46,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),52.7644245859,521.35,No
id11499,Female,0,Yes,No,41,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.106353544,818.45,No
id11500,Male,0,Yes,No,11,No,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),66.161475536,2028.8,No
id11502,Female,0,No,No,24,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.1718554521,2971.7,No
id11503,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),60.7992036443,48.35,No
id11504,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),54.9920740633,5817.0,No
id11506,Female,0,Yes,Yes,23,Yes,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.979479246,548.9,No
id11507,Female,0,Yes,No,35,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,41.5789483971,7559.55,No
id11508,Female,1,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),105.5329449466,72.1,No
id11509,Female,0,Yes,Yes,42,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,74.7855310162,1934.45,No
id11510,Male,1,Yes,No,46,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.3615664895,1742.5,No
id11511,Female,0,Yes,Yes,39,No,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,52.2606979096,460.2,No
id11512,Male,0,No,Yes,20,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),98.2685355329,2542.45,No
id11513,Female,0,No,Yes,25,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),85.2298075494,6993.65,No
id11514,Male,1,No,No,9,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.7275019236,3046.15,No
id11515,Male,0,No,Yes,7,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,80.7931834876,1013.6,No
id11516,Female,0,No,No,26,No,No,No,No,No,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,79.0052943829,436.9,No
id11517,Male,0,No,No,50,Yes,No,No,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,45.9579397928,109.3,No
id11518,Male,0,No,No,21,No,No,No,No,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),76.1716588614,3969.4,No
id11520,Male,0,No,Yes,26,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,49.0969285025,242.95,No
id11521,Male,1,No,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,No,Electronic check,54.332422629,1275.6,No
id11522,Female,0,Yes,No,31,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,73.2098610875,696.8,No
id11523,Male,0,No,No,36,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),52.6983788587,7470.1,No
id11524,Male,1,Yes,No,32,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,64.8982908726,1463.5,No
id11525,Male,0,No,No,48,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,46.0238920662,7149.35,No
id11526,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),41.1440754479,321.9,No
id11527,Female,0,No,No,16,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),57.6584023653,4014.6,No
id11528,Male,0,Yes,No,31,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),63.1152121614,55.2,No
id11529,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.3260954736,494.05,No
id11530,Female,0,No,No,16,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),29.5904371166,2019.8,No
id11531,Male,0,No,Yes,34,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),80.5650045062,163.7,No
id11532,Female,0,No,No,10,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),64.9124252167,5083.55,No
id11533,Female,0,Yes,No,42,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.2601374715,1851.45,No
id11534,Male,0,No,No,34,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,80.4049786283,2184.85,No
id11535,Female,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,49.6811446838,500.1,No
id11536,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),57.8190594267,85.1,No
id11537,Female,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),90.8367001139,260.8,No
id11538,Male,0,Yes,No,33,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.8983506112,4348.1,No
id11539,Male,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,77.1501546479,4045.65,No
id11540,Female,0,No,No,34,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),56.8298392752,108.15,No
id11541,Female,0,Yes,Yes,31,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),68.6382476753,2221.55,No
id11542,Male,0,No,No,34,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.3131985156,609.05,No
id11543,Female,0,No,No,53,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,52.9230320611,3650.35,No
id11544,Female,0,No,No,46,Yes,Yes,No,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,48.925666193,2555.05,No
id11545,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),106.2217189104,740.55,No
id11546,Female,0,Yes,Yes,43,Yes,No,No,No,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),77.2017410357,565.75,No
id11547,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),53.1412665134,6293.75,No
id11549,Female,1,No,No,32,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,39.8200091252,2157.5,No
id11550,Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,97.4666206455,5607.75,No
id11551,Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),69.0783694187,4845.4,No
id11552,Female,0,No,Yes,35,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),92.4286938135,1422.1,No
id11553,Female,0,Yes,Yes,20,No,Yes,No,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,37.1445135862,830.85,No
id11554,Female,0,No,No,35,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),67.3348589972,145.4,No
id11555,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),42.4484147389,670.65,No
id11556,Male,1,No,Yes,38,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Mailed check,31.459986762,46.0,No
id11557,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),48.3329320695,5969.85,No
id11558,Male,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),48.2728699205,5882.75,No
id11559,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,48.9825311826,1315.0,No
id11560,Female,0,Yes,No,5,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),82.0497996657,137.1,No
id11561,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Two year,Yes,Electronic check,71.536798903,2684.85,No
id11562,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,89.8700263246,483.7,No
id11563,Male,0,Yes,No,43,Yes,No,No,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),81.0738019037,2319.8,No
id11564,Female,0,No,Yes,24,Yes,No,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),93.0633925069,70.65,No
id11565,Female,0,Yes,No,35,No,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.1961085718,94.5,No
id11566,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),49.8596443593,3522.65,No
id11567,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,51.5830458513,82.85,No
id11568,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),61.1298803307,4816.7,No
id11569,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,74.3917158101,2139.1,No
id11570,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.876807315,5124.55,Yes
id11571,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.8769955567,156.1,Yes
id11572,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Electronic check,80.0228240058,1292.2,No
id11573,Female,1,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,43.9685478972,6652.45,Yes
id11574,Male,0,Yes,No,20,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Electronic check,78.3674167594,879.8,No
id11575,Female,0,No,Yes,32,Yes,No,No,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,56.2542007529,244.1,No
id11576,Female,1,No,Yes,41,Yes,Yes,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),53.4694513988,1498.85,No
id11577,Female,1,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.5046423884,389.25,No
id11578,Male,0,No,Yes,40,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,49.0986213248,5430.35,No
id11579,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,Two year,No,Electronic check,46.5635321356,4134.85,No
id11580,Female,0,No,No,41,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.1910619045,1389.2,No
id11581,Female,0,No,Yes,50,No,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Electronic check,63.2628345613,7049.75,No
id11582,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,66.6779774455,1857.25,No
id11583,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,47.0986876135,5458.8,No
id11584,Male,0,Yes,No,40,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,54.6671758256,610.2,No
id11585,Female,0,No,Yes,29,Yes,No phone service,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),41.0672083414,4481.0,No
id11586,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),49.9301156336,1889.5,No
id11587,Female,0,Yes,Yes,21,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,60.1653416815,934.8,No
id11588,Male,0,No,No,42,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.4368128943,1559.25,No
id11589,Female,0,No,Yes,37,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.7943358158,5714.25,No
id11590,Female,0,Yes,No,45,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No,One year,Yes,Electronic check,44.9236830698,1442.2,No
id11591,Female,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),47.0226989306,781.4,No
id11593,Female,0,No,No,40,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Mailed check,32.0661045175,1024.0,No
id11594,Male,0,Yes,No,14,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),45.7364468479,6393.65,No
id11595,Male,0,No,No,31,Yes,Yes,No,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),80.8859859495,2983.65,No
id11596,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,30.3304904025,7051.95,No
id11597,Male,1,Yes,Yes,27,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),57.971953634,4122.65,No
id11598,Female,1,No,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,50.0249004382,6912.7,No
id11599,Male,0,No,No,50,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),71.8930038769,188.1,No
id11600,Female,0,No,No,32,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,65.2142361632,3770.0,No
id11601,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,75.8915124688,265.45,No
id11602,Male,0,No,Yes,46,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,86.9405617693,2187.55,No
id11603,Female,0,No,No,16,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),78.7189208217,1501.75,No
id11605,Female,1,No,No,44,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),90.916702272,1367.75,No
id11606,Female,0,Yes,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.0471899131,5727.45,No
id11607,Female,0,No,No,48,Yes,No phone service,No,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,34.9853198155,5309.5,No
id11608,Male,0,No,Yes,33,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,90.1616341515,6770.85,No
id11609,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),76.0526145422,1046.5,No
id11610,Male,0,Yes,No,0,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),55.8679627667,82.15,No
id11611,Female,0,No,No,38,Yes,Yes,DSL,Yes,No internet service,No,No,No,No,Month-to-month,No,Electronic check,77.27726748,2021.35,No
id11612,Male,0,No,No,50,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),52.4834398168,301.55,No
id11613,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,55.8686859303,1355.45,No
id11614,Male,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,43.7725212808,8310.55,No
id11615,Female,0,No,No,16,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),81.2377860838,2369.3,No
id11616,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,76.2155147231,5000.2,No
id11617,Male,0,Yes,No,27,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.7590625327,5528.9,No
id11618,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),24.5261406597,3303.05,No
id11619,Female,0,No,Yes,32,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),51.3088258976,6827.5,No
id11620,Male,1,No,Yes,39,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,69.4432251325,24.45,No
id11621,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,59.9907312004,434.5,No
id11625,Male,0,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,56.7532291811,5711.05,No
id11626,Female,0,No,Yes,43,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,47.4311796093,2421.6,No
id11627,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),69.0055454021,1629.2,No
id11628,Male,0,No,Yes,46,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),49.0643311865,1162.85,No
id11629,Male,0,No,Yes,42,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,No,Bank transfer (automatic),56.4921459629,69.6,No
id11630,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.1370938238,6585.2,No
id11631,Male,0,Yes,No,33,No,No,No,No,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,70.9814627049,401.1,No
id11632,Female,0,No,Yes,26,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No,One year,No,Electronic check,55.0086273355,727.85,No
id11633,Male,0,Yes,No,28,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Credit card (automatic),66.7037029326,797.25,No
id11634,Male,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,No,Mailed check,59.1331983262,4299.2,No
id11635,Male,0,No,Yes,34,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Electronic check,54.0661481964,3952.65,No
id11636,Male,0,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,67.1714721637,3097.2,No
id11638,Male,0,Yes,Yes,34,No,No,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Electronic check,59.6155518625,6396.45,No
id11639,Female,0,Yes,No,60,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),84.799748262,7751.7,No
id11640,Female,0,No,No,37,Yes,Yes,DSL,No,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,77.3927818756,791.7,No
id11641,Male,0,Yes,Yes,30,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,66.9834034614,93.85,No
id11642,Male,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Bank transfer (automatic),89.6980524511,45.2,No
id11643,Male,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Mailed check,45.4535319338,4882.8,No
id11644,Male,0,Yes,No,35,Yes,No,No,No,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),54.1861757441,6994.8,No
id11646,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,25.6084816232,1623.4,No
id11647,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,64.6799080859,716.4,No
id11648,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,No internet service,Yes,No,One year,No,Electronic check,44.1381842449,202.25,No
id11649,Male,0,Yes,Yes,29,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.670368968,2184.35,No
id11650,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,61.0371527118,19.2,No
id11651,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,Two year,No,Electronic check,56.8091447365,3046.05,No
id11652,Male,0,No,No,46,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,71.3184162361,1910.75,No
id11653,Male,1,No,No,36,Yes,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.933842496,300.4,No
id11654,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),90.2271577683,413.0,No
id11656,Male,1,No,Yes,42,Yes,No phone service,No,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),86.7562964591,62.9,No
id11657,Male,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.3669773271,214.75,No
id11658,Female,0,No,No,26,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Two year,No,Credit card (automatic),64.4375441937,5898.6,No
id11659,Female,1,Yes,No,47,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),83.8717643481,6562.9,No
id11660,Female,0,No,No,26,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.3588887529,293.85,No
id11661,Female,1,Yes,No,27,Yes,No,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),44.5495609981,5460.2,No
id11662,Male,1,Yes,No,9,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,50.2604853658,2553.35,No
id11663,Female,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0515061087,827.45,No
id11664,Female,0,No,Yes,60,Yes,No,No,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,47.0414388313,1270.2,No
id11665,Female,1,Yes,No,42,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,63.0573422507,3902.6,No
id11666,Male,1,Yes,No,41,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,40.6898644775,146.9,Yes
id11667,Male,0,No,No,29,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),31.1052701278,218.55,No
id11668,Male,0,No,No,20,Yes,No,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,83.2835532233,419.7,No
id11669,Female,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.7527659224,4191.45,No
id11670,Female,0,No,No,33,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,73.5776340454,4036.85,No
id11671,Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),86.900916884,5743.05,No
