CustomerID,City,State,Rating,Country
id13973,hockley,texas,2,United States
id13974,fort collins,colorado,6,United States
id13975,viseu,Unknown,2,Portugal
id13976,barcelona,catalunya,7,Spain
id13977,bilbao,espaa,7,Spain
id13978,cartagena,murcia,2,Spain
id13979,madrid,madrid,5,Spain
id13980,mondragon,euskadi,1,Spain
id13981,fairbanks,alaska,3,United States
id13982,shelbyville,indiana,6,United States
id13983,new orleans,louisiana,7,United States
id13984,cincinnati,ohio,7,United States
id13985,madrid,maine,3,Canada
id13986,agadir,aga,7,Morocco
id13987,santa rosa,california,4,United States
id13988,austin,texas,10,United States
id13989,waltham,massachusetts,3,United States
id13990,gouda,Unknown,4,Netherlands
id13991,lahore,punjab,10,Pakistan
id13992,tampere,Unknown,9,Finland
id13993,memphis,tennessee,9,United States
id13994,nevada city ca,california,10,United States
id13995,cadiz,andalucia,8,Spain
id13996,oak park,california,4,United States
id13997,bologna,emilia romagna,7,Italy
id13998,new york,new york,2,United States
id13999,tianjin,Unknown,6,China
id14000,marion,new york,2,United States
id14001,durham,north carolina,1,United States
id14002,lyon,Unknown,1,Unknown
id14003,lugo,galiza,7,Spain
id14004,lahore,punjab,2,Pakistan
id14005,timonium,maryland,7,United States
id14006,bratislava,sicilia,2,Slovakia
id14007,como,lombardia,1,Italy
id14008,rochester,minnesota,3,United States
id14009,winter haven,florida,3,United States
id14010,san diego,california,1,United States
id14011,li,new york,4,United States
id14012,bath,england,1,United Kingdom
id14013,bilbao,euskal herria,6,Spain
id14014,hoyos caceres,caceres,7,Spain
id14015,sudbury,ontario,10,Canada
id14016,konstanz,badenwuerttemberg,4,Germany
id14017,saco,maine,9,United States
id14018,victoria,british columbia,6,Canada
id14019,sardoal,santarm,10,Portugal
id14020,kota bharu,abruzzo,10,Malaysia
id14021,horsham,england,6,United Kingdom
id14022,windsor,ontario,6,Canada
id14023,manchester,stockport,7,United Kingdom
id14024,asmara,eritrea,2,Eritrea
id14025,den haag,zuid holland,6,Netherlands
id14026,daphne,alabama,9,United States
id14027,manchester,england,9,United Kingdom
id14028,portland,oregon,3,United States
id14029,minneapolis,minnesota,10,United States
id14030,roma,lazio,10,Italy
id14031,yuma,arizona,1,United States
id14032,lehighton,pennsylvania,7,United States
id14033,omaha,nebraska,7,United States
id14034,jackson,michigan,1,United States
id14035,grand turk,grand turk,10,Bahamas
id14036,glasgow,scotland,10,United Kingdom
id14037,kartasura,Unknown,8,Indonesia
id14038,cambridge,england,7,United Kingdom
id14039,french lick,indiana,8,United States
id14040,suining,sichuan,3,China
id14041,roma,lazio,6,Italy
id14042,barcelona,barcelona,6,Spain
id14043,beaconsfield,quebec,10,Canada
id14044,caldwell,idaho,9,United States
id14045,branch,louisiana,7,United States
id14046,dbendorf,zrich,4,Switzerland
id14047,el cajon,california,4,United States
id14048,rhus,Unknown,10,Denmark
id14049,edinburgh,scotland,1,United Kingdom
id14050,columbiana,alabama,1,United States
id14051,albuquerque,new mexico,10,United States
id14052,albuquerque,new mexico,4,United States
id14053,joplin,missouri,2,United States
id14054,cuenca,cuenca,2,Spain
id14055,birmingham,west midlands,6,Unknown
id14056,grayslake,illinois,5,United States
id14057,fredericton,new brunswick,7,Canada
id14058,niagara falls,new york,1,United States
id14059,sheffield,south yorkshire,9,United Kingdom
id14060,louisville,kentucky,8,United Kingdom
id14061,west monroe,louisiana,5,United States
id14062,gandia,valencia,8,Spain
id14063,manchester,england,9,United Kingdom
id14064,chula vista,california,8,United States
id14065,westspringfield,massachusetts,3,United States
id14066,st louis,missouri,4,United States
id14067,northcote,victoria,6,Australia
id14068,newark,delaware,9,United States
id14069,calgary,alberta,5,Canada
id14070,virden,illinois,8,United States
id14071,mnchen,bayern,2,Germany
id14072,cleveland,ohio,4,United States
id14073,ashland,kentucky,7,United States
id14074,summit,new jersey,6,United States
id14075,athens,georgia,1,United States
id14076,toronto,ontario,8,Canada
id14077,barcelona,barcelona,2,Spain
id14078,windsor,connecticut,8,United States
id14079,doylestown,ohio,1,United States
id14080,san antonio,texas,2,United States
id14081,chichester,west sussex,9,United Kingdom
id14082,south bend,indiana,9,United States
id14083,collierville,tennessee,10,United States
id14084,cartagena,murcia,10,Spain
id14085,hockley,texas,1,United States
id14086,carrara,queensland,4,Australia
id14087,stocktonontees,stocktonontees,6,United Kingdom
id14088,victoria,british columbia,4,Canada
id14089,chicago,illinois,10,United States
id14090,montreal,quebec,1,Canada
id14091,leicester,england,8,United Kingdom
id14092,melbourne,victoria,5,Australia
id14093,westbank,british columbia,7,Canada
id14094,lombard,illinois,9,United States
id14095,marietta,georgia,1,United States
id14096,iowa city,iowa,6,United States
id14097,pc,ohio,10,United States
id14098,freeport,illinois,4,United States
id14099,pickering,ontario,2,Canada
id14100,conyers,georgia,6,United States
id14101,heathcote,victoria,2,Australia
id14102,marietta,georgia,10,United States
id14103,wild rose,wisconsin,2,United States
id14104,corvallis,oregon,10,United States
id14105,mansfield,pennsylvania,6,United Kingdom
id14106,santa rosa,california,9,United States
id14107,sarasota,florida,8,United States
id14108,irving,texas,3,United States
id14109,ngaoundere,nord,1,Cameroon
id14110,vancouver,british columbia,4,Canada
id14111,halifax,nova scotia,1,Canada
id14112,parkville,victoria,5,Australia
id14113,sioux falls,south dakota,9,United States
id14114,chico and san francisco,california,9,United States
id14115,bismarck,north dakota,8,United States
id14116,raleigh,north carolina,8,United States
id14117,kalamazoo,michigan,3,United States
id14118,ladson,south carolina,9,United States
id14119,crdoba,crdoba,5,Argentina
id14120,milford,connecticut,3,United States
id14121,brookline,new hampshire,8,United States
id14122,aurora,ontario,8,Canada
id14123,innerleithen,scotland,8,United Kingdom
id14124,little rock,arkansas,5,United States
id14125,carlisle,pennsylvania,2,United States
id14126,new york,new york,6,United States
id14127,pocahontas,arkansas,2,United States
id14128,washington,dc,9,United States
id14129,minneapolis,minnesota,6,United States
id14130,leiden,zuid holland,4,Netherlands
id14131,little rock,arkansas,7,United States
id14132,clichy,Unknown,7,France
id14133,kingston,ontario,10,Canada
id14134,rennes,bretagne,9,France
id14135,salem,oregon,6,United States
id14136,indianapolis,indiana,9,United States
id14137,santa ana,california,4,United States
id14138,albacete,albacete,10,Spain
id14139,elche,alicante,9,Spain
id14140,arruda dos vinhos,Unknown,5,Portugal
id14141,jombang,east java,8,Indonesia
id14142,so jos dos campos,so paulo,6,Brazil
id14143,deerfield,ohio,2,United States
id14144,orlando,florida,6,United States
id14145,sacramento,california,6,United States
id14146,cuneo,piemonte,4,Italy
id14147,moscow,moscow area,2,Russian Federation
id14148,chertsey,england,3,United Kingdom
id14149,stein,bayern,8,Germany
id14150,chester,pennsylvania,3,United States
id14151,collinsville,illinois,4,United States
id14152,marburg,hessen,10,Germany
id14153,dmascus,damascus,1,Syrian Arab Republic
id14154,olympia,washington,8,United States
id14155,bakum,niedersachsen,9,Germany
id14156,ahmedabad,gujarat,4,India
id14157,hong kong,Unknown,7,Hong Kong
id14158,Unknown,Unknown,3,Spain
id14159,georgetown,penang,8,Malaysia
id14160,suffolk,Unknown,4,United Kingdom
id14161,legnano,lombardia,3,Italy
id14162,rock hill,missouri,9,United States
id14163,london,croydon,5,United Kingdom
id14164,roma,lazio,8,Italy
id14166,turku,Unknown,2,Finland
id14167,ceuta,ceuta,9,Spain
id14168,apo,ae,5,United States
id14169,porto,Unknown,4,Portugal
id14170,cascais,portugal,2,Portugal
id14171,apo,ae,7,United States
id14172,meriden,new hampshire,5,United States
id14173,carrboro,north dakota,6,United States
id14174,edinburgh,scotland,9,United Kingdom
id14175,mlaga,mlaga,10,Spain
id14176,madrid,madrid,7,Spain
id14177,bothell,washington,3,United States
id14178,avellino,campania,9,Italy
id14179,vigo,pontevedra,9,Spain
id14180,sevilla,sevilla,10,Spain
id14181,sevilla,Unknown,7,Spain
id14182,pamplona,navarra,6,Spain
id14183,palma de mallorca,balearic islands,5,Spain
id14184,pittsfield,massachusetts,10,United States
id14185,brisbane,queensland,6,Australia
id14186,toledo,toledo,5,Spain
id14187,offenbach,hessen,2,Germany
id14188,perth,western australia,7,Australia
id14189,hyderabad,Unknown,5,India
id14190,camanducia,minas gerais,8,Brazil
id14191,mendrisio,ticino,2,Switzerland
id14192,powell,ohio,9,United States
id14193,gold canyon,arizona,3,United States
id14194,calabasas,california,6,United States
id14195,capital federal,buenos aires,5,Argentina
id14196,casalpusterlengolodi,lombardia,4,Italy
id14197,dronten,Unknown,8,Unknown
id14198,vienna,Unknown,6,Austria
id14199,st louis,missouri,6,United States
id14200,montreal,quebec,6,Canada
id14201,omaha,nebraska,5,United States
id14202,johnstown,pennsylvania,3,United States
id14203,fort atkinson,wisconsin,8,United States
id14204,milon keynes,buckinghamshire,7,United Kingdom
id14205,schoolcraft,michigan,6,United States
id14206,crdoba,crdoba,6,Spain
id14207,bologna,emilia romagna,1,Italy
id14208,madrid,Unknown,6,Spain
id14209,como,lombardia,6,Italy
id14210,wichita falls,texas,8,United States
id14211,los angles,california,4,United States
id14212,amarillo,texas,4,United States
id14213,treviso,veneto,7,Italy
id14214,buenos aires,buenos aires,8,Argentina
id14215,bucharest,Unknown,10,Romania
id14216,roma,lazio,4,Italy
id14217,temple city,california,1,United States
id14218,vienna,vienna,9,Austria
id14219,carcavelos,lisboa,7,Portugal
id14220,la ronge,saskatchewan,9,Canada
id14221,saskatoon,saskatchewan,2,Canada
id14222,chanhassen,minnesota,10,United States
id14223,pamplona,navarra,7,Spain
id14224,oviedo,asturias,4,Spain
id14225,almendralejo,badajoz,4,Spain
id14226,frederick,Unknown,4,Unknown
id14227,zaragoza,aragon,2,Spain
id14228,happy valley goose bay,newfoundland,8,Canada
id14229,granada,andaluca,9,Spain
id14230,radstadt,salzburg,5,Austria
id14231,athens,georgia,4,United States
id14232,pace,florida,1,United States
id14233,milano,lombardia,8,Italy
id14234,rockville,dc,5,United States
id14235,vancouver,washington,1,United States
id14236,prosperity,pennsylvania,8,United States
id14237,richmond,virginia,6,United States
id14238,saskatoon,saskatchewan,6,Canada
id14239,berkeley heights,new jersey,1,United States
id14240,henderson,nevada,5,United States
id14241,badajoz,extremadura,3,Spain
id14242,marietta,georgia,4,United States
id14243,trapagaran,vizcaya,9,Spain
id14244,collegeville,pennsylvania,9,United States
id14245,barcelona,catalunya,3,Spain
id14246,aberdeen,scotland,10,United Kingdom
id14247,county durham,england,4,United Kingdom
id14248,norwich,england,6,United Kingdom
id14249,schwaebisch hall,badenwuerttemberg,3,Germany
id14250,vigo,Unknown,2,Spain
id14251,lisboa,Unknown,3,Portugal
id14252,st joseph,missouri,10,United States
id14253,rothesay,new brunswick,9,Canada
id14254,mnchen,bayern,8,Germany
id14255,san clemente,california,2,United States
id14256,orange,california,10,United States
id14257,dover,england,2,United Kingdom
id14258,buenos aires,buenos aires,5,Argentina
id14259,managua,maine,4,Nicaragua
id14260,lisbon,Unknown,10,Portugal
id14261,la crescenta,california,10,United States
id14262,midlothian,virginia,8,United States
id14263,davao city,Unknown,5,Philippines
id14264,padova,veneto,7,Italy
id14265,baton rouge,louisiana,7,United States
id14266,inglewood,california,1,United States
id14267,reno,nevada,3,United States
id14268,portland,oregon,1,United States
id14269,little rock,arkansas,1,United States
id14270,colville,washington,2,United States
id14271,redondo beach,california,10,United States
id14272,menomonie,wisconsin,5,United States
id14273,tilburg,noord brabant,7,Netherlands
id14274,pineville,missouri,2,United States
id14275,pennington gap,virginia,7,United States
id14276,victoria,british columbia,9,Canada
id14277,phoenix,arizona,8,United States
id14278,henrietta,new york,10,United States
id14279,spokane,washington,5,United States
id14280,new berlin,illinois,7,United States
id14281,saint john,new brunswick,4,Canada
id14282,durango,colorado,3,United States
id14283,hot springs village,arkansas,3,United States
id14284,windsor,ontario,1,Canada
id14285,new york,new york,9,United States
id14286,atlanta,georgia,4,United States
id14287,san diego,california,8,United States
id14288,king,north carolina,7,United States
id14289,st louis,missouri,6,United States
id14290,port clinton,ohio,7,United States
id14291,virginia beach,virginia,1,United States
id14292,madrid,madrid,5,Spain
id14293,singapore,Unknown,8,Singapore
id14294,waterdown,ontario,4,Canada
id14295,bremen,bremen,5,Germany
id14296,augusta,georgia,4,United States
id14297,oldenburg,niedersachsen,3,Germany
id14298,cary,north carolina,6,United States
id14299,mocksville,north carolina,6,United States
id14300,prince george,british columbia,8,Canada
id14301,carmel,indiana,4,United States
id14302,raeford,north carolina,1,United States
id14303,somerville,massachusetts,6,United States
id14304,lawrence,Unknown,3,Unknown
id14305,abingdon,virginia,7,United States
id14306,stockholm,sdermanland,2,Sweden
id14307,chicago,illinois,10,United States
id14308,savona,liguria,5,Italy
id14309,niagara falls,new york,4,United States
id14310,kiel,schleswigholstein,6,Germany
id14311,terrace park,ohio,7,United States
id14312,gold coast,queensland,3,Australia
id14313,basel,baselstadt,6,Switzerland
id14314,marseille,paca,9,France
id14315,port of spain,none,6,Trinidad and Tobago
id14316,aveiro,beira litoral,6,Portugal
id14317,barcelona,barcelona,5,Spain
id14318,kln,nordrheinwestfalen,5,Germany
id14319,lusaka,Unknown,9,Zambia
id14320,palm coast,florida,8,United States
id14321,lynnwood,washington,3,United States
id14322,matthews,north carolina,3,United States
id14323,syracuse,new york,8,United States
id14324,largo,florida,6,United States
id14325,london,england,5,United Kingdom
id14326,saint marys,georgia,5,United States
id14327,victoria,british columbia,5,Canada
id14328,coolum beach,queensland,3,Australia
id14329,pasco,washington,6,United States
id14330,chicago,illinois,1,United States
id14331,northcote,victoria,9,Australia
id14332,lodi,lombardia,6,Italy
id14333,nottingham,england,7,United Kingdom
id14334,solingen,nordrheinwestfalen,10,Germany
id14335,astoria,new york,6,United States
id14336,sjlevad,vsternorrland,5,Sweden
id14337,mansfield,massachusetts,7,United States
id14338,beverly,massachusetts,8,United States
id14339,clarkston,michigan,1,United States
id14340,melbourne,victoria,9,Australia
id14341,santa maria,california,3,United States
id14342,carrboro,north carolina,10,United States
id14343,rijeka,Unknown,4,Croatia
id14344,worcester,massachusetts,5,United States
id14345,london,england,6,United Kingdom
id14346,scott,arkansas,5,United States
id14347,montreal,quebec,2,Canada
id14348,redlands,california,3,United States
id14349,carpinteria,california,8,United States
id14350,southington,connecticut,3,United States
id14351,high wycombe,england,2,United Kingdom
id14352,san diego,california,4,United States
id14353,idaho springs,colorado,6,United States
id14354,soddydaisy,tennessee,7,United States
id14355,walnut ridge,arkansas,7,United States
id14356,kansas city,missouri,2,United States
id14357,sandpoint,idaho,10,United States
id14358,bossier city,louisiana,1,United States
id14359,coralville,iowa,9,United States
id14360,corbridge,northumberland,5,United Kingdom
id14361,muskegon,michigan,5,United States
id14362,pittsburgh,pennsylvania,9,United States
id14363,tulsa,oklahoma,10,United States
id14364,henleyonthames,oxfordshire,3,United Kingdom
id14365,hove,antwerp,9,Belgium
id14366,southport,england,9,United Kingdom
id14367,staten island,new york,10,United States
id14368,north adams,massachusetts,10,United States
id14369,st louis,missouri,4,United States
id14370,new meadows,idaho,6,United States
id14371,essendon,victoria,7,Australia
id14372,long beach,california,7,United States
id14373,baton rouge,louisiana,6,United States
id14374,ekaterinburg,Unknown,9,Russian Federation
id14375,madison,wisconsin,4,United States
id14376,gibsonton,florida,4,United States
id14377,lincolnshire,england,7,United Kingdom
id14378,portsmouth,ohio,8,United States
id14379,kathyrn,alberta,4,Canada
id14380,oakville,ontario,7,Canada
id14381,roswell,georgia,9,United States
id14382,canberra,australian capital territory,1,Australia
id14383,st johns,newfoundland,1,Canada
id14384,half moon bay,california,8,United States
id14385,hmb,california,7,United States
id14386,vienna,vienna,9,Austria
id14387,genova,liguria,1,Italy
id14388,middleburg,florida,10,United States
id14389,sunnyvale,california,9,United States
id14390,citrus heights,california,10,United States
id14391,edmonton,alberta,1,Canada
id14392,perth,western australia,10,Australia
id14393,dresden,sachsen,1,Germany
id14394,mchenry,maryland,1,United States
id14395,houston,texas,9,United States
id14396,amherst,ohio,9,United States
id14397,springbrook,alberta,5,Canada
id14398,glen gardner,new jersey,6,United States
id14399,gatlinburg,tennessee,4,United States
id14400,tampa,florida,2,United States
id14401,raven,virginia,9,United States
id14402,paris,illinois,9,United States
id14403,new milford,connecticut,9,United States
id14404,fitchburg,massachusetts,9,United States
id14405,montreal,quebec,9,Canada
id14406,pasadena,texas,10,United States
id14407,ithaca,new york,3,United States
id14408,evergreen,colorado,3,United States
id14409,webster,massachusetts,3,United States
id14410,auckland,auckland,9,New Zealand
id14411,baltimore,maryland,7,United States
id14412,daisy hill,queensland,6,Australia
id14413,haddam,connecticut,8,United States
id14414,winnipeg,manitoba,2,Canada
id14415,columbia,missouri,2,United States
id14416,oceanside,california,3,United States
id14417,den haag,Unknown,4,Netherlands
id14418,washougal,washington,3,United States
id14419,long beach,new york,9,United States
id14420,tampa,florida,3,United States
id14421,santa cruz,california,5,United States
id14422,knoxville,tennessee,8,United States
id14423,hagen,nordrheinwestfalen,9,Germany
id14424,macomb,michigan,3,United States
id14425,west vancouver,british columbia,10,Canada
id14426,shenzhen,guangdong,3,China
id14427,miami,florida,2,United States
id14428,beaufort,south carolina,6,United States
id14429,leicester,england,2,United Kingdom
id14430,fair haven,michigan,6,United States
id14431,middletown,connecticut,1,United States
id14432,brighton and hove,england,1,United Kingdom
id14433,melbourne,victoria,4,Australia
id14434,maspeth,new york,2,United States
id14435,jacksonville,florida,5,United States
id14436,brisbane,queensland,7,Australia
id14437,soest,nrw,7,Germany
id14438,london,london,4,United Kingdom
id14439,tatum,new mexico,9,United States
id14440,healdsburg,california,7,United States
id14441,naperville,illinois,10,United States
id14442,hamilton,ontario,6,Canada
id14443,oregon city,oregon,7,United States
id14445,bohemia,new york,4,United States
id14446,terrell,texas,5,United States
id14447,cambridge,massachusetts,9,United States
id14448,helsingborg,skne,10,Sweden
id14449,liebefeld,Unknown,4,Syrian Arab Republic
id14450,ambler,pennsylvania,4,United States
id14451,london,england,1,United Kingdom
id14452,west vancouver,british columbia,2,Canada
id14453,bratislava,Unknown,8,Slovakia
id14454,seattle,washington,8,United States
id14455,woodbridge,virginia,8,United States
id14456,sunbury,middlesex,8,United Kingdom
id14457,sydney,new south wales,2,Australia
id14458,brooklyn,new york,2,United States
id14459,bandung,jabar,4,Singapore
id14460,calgary,alberta,9,Canada
id14461,multiple,traveling nurse do  months at a time all over us,3,United States
id14462,tenino,washington,9,United States
id14463,vitoria,alava,9,Spain
id14464,vitoria,alava,3,Spain
id14465,colle val delsa,toscana,2,Italy
id14466,bloomington,illinois,2,United States
id14467,brooklyn,new york,8,United States
id14468,spartanburg,south carolina,9,United States
id14469,la,california,1,United States
id14470,portland,oregon,8,United States
id14471,paris,Unknown,9,France
id14472,pollock pines,california,4,United States
id14473,milano,milano,4,Italy
id14474,san francisco,california,4,United States
id14475,austin,texas,9,United States
id14476,milano,lombardia,1,Italy
id14477,chateaudun,centre,4,France
id14478,mangonui,northland,2,New Zealand
id14479,salem,oregon,8,United States
id14480,leeds,england,5,United Kingdom
id14481,kamloops,british columbia,6,Canada
id14482,walsall,england,4,United Kingdom
id14483,los osos,california,9,United States
id14484,north vancouver,british columbia,6,Canada
id14485,sao paulo,sao paulo,3,Brazil
id14486,mnchen,bayern,10,Germany
id14487,ljubljana,slovenia,3,Slovenia
id14488,mumbai,maharashtra,7,India
id14489,iowa city,iowa,1,United States
id14490,rosebery,new south wales,9,Australia
id14491,brandon,florida,8,United States
id14492,bilbao,Unknown,3,Spain
id14493,new delhi,delhi,5,India
id14494,plymouth,minnesota,10,United States
id14495,ottawa,ontario,5,Canada
id14496,vancouver,washington,5,United States
id14497,toronto,ontario,6,Canada
id14498,calgary,alberta,6,Canada
id14499,new york city,northwest territories,2,United States
id14500,chicago,illinois,9,United States
id14501,elkhart,indiana,1,United States
id14502,livingston,west lothian,5,United Kingdom
id14503,bradford,pennsylvania,9,United States
id14504,baltimore,maryland,1,United States
id14505,middleboro,massachusetts,4,United States
id14506,rosemont,pennsylvania,1,United States
id14507,dublin,new hampshire,2,United States
id14508,west columbia,south carolina,4,United States
id14509,concord,north carolina,6,United States
id14510,brookline,massachusetts,1,United States
id14511,bradford,ohio,4,United States
id14512,woodstock,georgia,2,United States
id14513,olympia,washington,5,United States
id14514,new york,new york,8,United States
id14515,shorewood,wisconsin,4,United States
id14516,yorktown,virginia,6,United States
id14517,eagle,idaho,7,United States
id14518,saint louis,missouri,10,United States
id14519,novato,california,5,United States
id14520,belfast,northern ireland,2,United Kingdom
id14521,culver city,california,10,United States
id14522,portland,oregon,5,United States
id14523,houston,texas,8,United States
id14524,koeln,nordrheinwestfalen,10,Germany
id14525,macarthur,west virginia,2,United States
id14526,bristol,england,3,United Kingdom
id14527,laguna niguel,california,6,United States
id14528,hillside,victoria,7,Australia
id14529,utrecht,Unknown,5,Netherlands
id14530,norman,oklahoma,6,United States
id14531,heredia,heredia,3,Costa Rica
id14532,lisboa,lisboa,10,Portugal
id14533,portimo,algarve,7,Portugal
id14534,tampere,pirkanmaa,5,Finland
id14535,qatif,Unknown,5,Saudi Arabia
id14536,thrissur,kerala,8,India
id14537,abu dhabi,abu dhabi,10,United Arab Emirates
id14538,northglenn,colorado,6,United States
id14539,new delhi,delhi,10,India
id14540,dansomanaccra,Unknown,10,Ghana
id14541,buxtehude,hamburg,2,Germany
id14542,santo tirso,Unknown,9,Portugal
id14543,bangkok,bangkok,10,Thailand
id14544,university city,missouri,3,United States
id14545,madrid,espaa,9,Spain
id14546,cologne,nordrheinwestfalen,4,Germany
id14547,neuisenburg,hessen,1,Germany
id14548,wausau,wisconsin,6,United States
id14549,glen carbon,illinois,5,United States
id14550,montreal,quebec,8,Canada
id14551,braunschweig,niedersachsen,3,Germany
id14552,manhattan beach,california,3,United States
id14553,tampa,florida,10,United States
id14554,hickory,north carolina,7,United States
id14555,modesto,california,8,United States
id14556,pocatello,idaho,2,United States
id14557,fernandina beach,florida,5,United States
id14558,canberra,australian capital territory,8,Australia
id14559,castelln,Unknown,7,Spain
id14560,roseville,minnesota,1,United States
id14561,roma,lazio,5,Italy
id14562,london,england,2,United Kingdom
id14563,ottawa,ontario,8,Canada
id14564,seattle,washington,5,United States
id14565,banning,california,1,United States
id14566,st louis,missouri,1,United States
id14567,gloucester,massachusetts,2,United States
id14568,perth,western australia,2,Australia
id14569,chelsea,victoria,1,Australia
id14570,danvers,massachusetts,4,United States
id14571,arlington heights,illinois,6,United States
id14572,bloomingburg,new york,9,United States
id14573,torre del greco,napoli,1,Italy
id14574,warsaw,Unknown,2,Poland
id14575,parede,lisboa,2,Portugal
id14576,minden,nordrheinwestfalen,7,Germany
id14577,buffalo,new york,8,United States
id14578,north palm beach,florida,6,United States
id14579,deale,maryland,4,United States
id14580,fort worth,texas,7,United States
id14581,st marys city,maryland,6,United States
id14582,dallas,texas,2,United States
id14583,panton hill,victoria,10,Australia
id14584,riola,valencia,10,Spain
id14585,barcelona,catalunya,3,Spain
id14586,oberstenfeld,Unknown,7,Germany
id14587,west milford,new jersey,4,United States
id14588,zaragoza,aragon,8,Spain
id14589,columbia,missouri,4,United States
id14590,leipzig,sachsen,2,Germany
id14591,barcelona,catalua,6,Spain
id14592,giessen,hessen,2,Germany
id14593,oudenburg,westvlaanderen,4,Unknown
id14594,dublin,ohio,7,United States
id14595,barcelona,barcelona,10,Spain
id14596,newark,delaware,10,United States
id14597,delta,british columbia,6,Canada
id14598,bonneau,south carolina,9,United States
id14599,boursin,Unknown,2,France
id14600,graham,washington,5,United States
id14601,ebbs,tirol,2,Austria
id14602,beijing,Unknown,9,China
id14603,la paz,bolivia,10,"Bolivia, Plurinational State of"
id14604,kelseyville,california,8,United States
id14605,culver city,california,3,United States
id14606,colloto,asturias,4,Spain
id14607,san francisco,california,4,United States
id14608,grosse pointe,michigan,2,United States
id14609,berlin,berlin,10,Germany
id14610,sanantoino,texas,1,United States
id14611,tehran,new york,8,United States
id14612,tulsa,Unknown,4,United States
id14613,monmouth,maine,7,United States
id14614,totnes,england,3,United Kingdom
id14615,irvine,california,10,United States
id14616,ancaster,ontario,5,Canada
id14617,portland,maine,6,United States
id14618,danville,california,1,United States
id14619,san francisco,california,8,United States
id14620,bielskobiala,Unknown,9,Poland
id14621,red deer,alberta,10,Canada
id14622,rockaway park,new york,3,United States
id14623,chicago,illinois,8,United States
id14624,santa monica,california,9,United States
id14625,apo,apo ae,5,United States
id14626,brisbane,queensland,10,Australia
id14627,norwich,england,9,United Kingdom
id14628,brussels,Unknown,6,Belgium
id14629,fall river,massachusetts,9,United States
id14630,port neches,Unknown,9,Unknown
id14631,platte city,missouri,2,United States
id14632,bexleyheath,kent,4,United Kingdom
id14633,roswell,new mexico,4,United States
id14634,madrid,madrid,10,Spain
id14635,heilbronn,badenwuerttemberg,6,Unknown
id14636,bangkok,thailand,8,Thailand
id14637,la,california,1,United States
id14638,federal way,washington,3,United States
id14639,astoria,oregon,5,United States
id14640,batavia,new york,5,United States
id14641,santa barbara,california,7,United States
id14642,portland,oregon,7,United States
id14643,kimberling city,missouri,9,United States
id14644,melbourne,victoria,1,Australia
id14645,palestine,texas,3,United States
id14646,chelan,washington,4,United States
id14647,vero beach,florida,7,United States
id14649,christchurch,canterbury,3,New Zealand
id14650,staines,england,10,United Kingdom
id14651,ann arbor,michigan,4,United States
id14652,rochester,new york,4,United States
id14653,columbus,georgia,5,United States
id14654,hamtramck,michigan,3,United States
id14655,santiago,santiago,10,Dominican Republic
id14656,baltimore,maryland,10,United States
id14657,santa cruz,california,3,United States
id14658,san diego,california,5,United States
id14659,hong kong,Unknown,10,Hong Kong
id14660,madison,tennessee,4,United States
id14661,leicester,england,6,United Kingdom
id14662,atlanta,georgia,3,United States
id14663,knoxville,tennessee,3,United States
id14664,victoria,british columbia,9,Canada
id14665,london,england,5,United Kingdom
id14666,charlottetown,prince edward island,3,Canada
id14667,wollaston,massachusetts,4,United States
id14668,new york,new york,7,United States
id14669,peoria,arizona,9,United States
id14670,dallas,texas,8,United States
id14671,winstonsalem,north carolina,6,United States
id14672,surrey,british columbia,4,Canada
id14673,lincoln,nebraska,1,United States
id14674,halifax,nova scotia,7,Canada
id14675,coventry,england,8,United Kingdom
id14676,sisters,oregon,7,United States
id14677,barrie,ontario,4,Canada
id14678,surrey,british columbia,6,Canada
id14679,ann arbor,michigan,6,United States
id14680,tavistock,ontario,8,Canada
id14681,preston,england,6,United Kingdom
id14682,woodinville,washington,6,United States
id14683,oakdale,connecticut,1,United States
id14684,winnipeg,manitoba,4,Canada
id14685,candia,new hampshire,9,United States
id14686,citrus springs,florida,1,United States
id14687,providence,rhode island,9,United States
id14688,florissant,missouri,3,United States
id14689,nanjing,jiangsu,6,China
id14690,louisville,kentucky,8,United States
id14691,union grove,wisconsin,4,United States
id14692,fox creek,alberta,1,Canada
id14693,clarksville,tennessee,1,United States
id14694,olive branch,mississippi,9,United States
id14695,taylorsville,utah,6,United States
id14696,london,england,9,United Kingdom
id14697,ancona,marche,7,Italy
id14698,essen,nordrheinwestfalen,9,Germany
id14699,stafford,virginia,3,United States
id14700,bath,maine,5,United States
id14701,mesa,arizona,5,United States
id14702,bilbao,bizkaia,7,Spain
id14703,sopelana,pas vasco,3,Spain
id14704,bensalem,pennsylvania,8,United States
id14705,hong kong,Unknown,1,Unknown
id14706,pune,maharashtra,5,India
id14707,wodonga,victoria,8,Australia
id14708,venice,california,4,United States
id14709,sandown,new hampshire,7,United States
id14710,barakaldo,vizcaya,3,Spain
id14711,houston,texas,7,United States
id14712,brooks,alberta,2,Canada
id14713,redondo beach,california,3,United States
id14714,schoeneck,hessen,4,Germany
id14715,canton,georgia,4,United States
id14716,portland,oregon,8,United States
id14717,barcelona,Unknown,2,Spain
id14718,territory,australian capital territory,5,Australia
id14719,albuquerque,new mexico,2,United States
id14720,tustin,california,9,United States
id14721,kalamazoo,michigan,1,United States
